#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	name2
uc001aez.1	chr1	-	1277933	1283778	1278846	1283747	9	1277933,1279090,1279272,1279435,1279596,1279924,1280486,1281923,1283698,	1278872,1279171,1279349,1279475,1279752,1280395,1280588,1281947,1283778,	MXRA8
uc001afa.1	chr1	-	1277933	1287020	1278846	1286506	10	1277933,1279090,1279272,1279435,1279596,1279924,1280486,1280692,1281923,1286484,	1278872,1279171,1279349,1279475,1279752,1280395,1280588,1280995,1281947,1287020,	MXRA8
uc001aex.2	chr1	-	1277934	1283778	1278543	1283747	10	1277934,1279090,1279272,1279435,1279596,1279924,1280486,1280692,1281923,1283698,	1278575,1279189,1279349,1279475,1279752,1280395,1280588,1280995,1281947,1283778,	MXRA8
uc001aey.2	chr1	-	1277934	1283778	1278543	1283747	10	1277934,1279090,1279272,1279435,1279596,1279924,1280486,1280692,1281923,1283698,	1278575,1279171,1279349,1279475,1279752,1280395,1280588,1280995,1281947,1283778,	MXRA8
uc001afb.1	chr1	-	1298972	1300109	1299043	1299999	3	1298972,1299242,1299947,	1299145,1299688,1300109,	AURKAIP1
uc009vkb.1	chr1	-	1298972	1300425	1299043	1299999	4	1298972,1299242,1299947,1300317,	1299145,1299688,1300033,1300425,	AURKAIP1
uc001afd.2	chr1	-	1298972	1300443	1299043	1299999	4	1298972,1299242,1299947,1300239,	1299145,1299688,1300033,1300443,	AURKAIP1
uc001afc.2	chr1	-	1298972	1300681	1299043	1299999	4	1298972,1299242,1299947,1300396,	1299145,1299688,1300033,1300681,	AURKAIP1
uc001afe.1	chr1	-	1310953	1316796	1310953	1310953	8	1310953,1313019,1313196,1313734,1313868,1315472,1315701,1316008,	1312825,1313112,1313308,1313753,1313986,1315614,1315806,1316796,	FLJ00183
uc001aff.1	chr1	-	1310953	1318046	1312473	1316101	6	1310953,1313019,1313196,1315472,1315701,1316008,	1312825,1313112,1313308,1315614,1315806,1318046,	CCNL2
uc001afg.1	chr1	-	1310953	1323585	1312473	1316101	10	1310953,1313019,1313196,1315472,1315701,1316008,1317921,1318638,1320636,1323475,	1312825,1313112,1313308,1315614,1315806,1316108,1318046,1318703,1320780,1323585,	CCNL2
uc001afh.1	chr1	-	1310953	1324553	1318024	1324549	13	1310953,1313019,1313196,1313868,1314192,1315472,1315701,1316008,1318638,1320636,1323475,1323839,1324261,	1312825,1313112,1313308,1313986,1314290,1315614,1315806,1318046,1318703,1320757,1323585,1323914,1324553,	CCNL2
uc001afi.1	chr1	-	1310953	1324553	1312473	1324549	11	1310953,1313019,1313196,1315472,1315701,1316008,1318638,1320636,1323475,1323839,1324261,	1312825,1313112,1313308,1315614,1315806,1316108,1318703,1320757,1323585,1323914,1324553,	CCNL2
uc001afj.1	chr1	-	1310953	1324553	1312473	1316101	12	1310953,1313019,1313196,1315472,1315701,1316008,1318032,1318638,1320636,1323475,1323839,1324261,	1312825,1313112,1313308,1315614,1315806,1316108,1318046,1318703,1320757,1323585,1323914,1324553,	CCNL2
uc001afk.1	chr1	-	1310953	1324553	1310953	1310953	12	1310953,1313019,1313196,1315472,1315701,1316008,1318032,1318638,1320636,1323475,1323839,1324261,	1312825,1313112,1313308,1315614,1315806,1316818,1318046,1318703,1320757,1323585,1323914,1324553,	CCNL2
uc001afl.1	chr1	-	1315472	1323609	1315472	1315472	7	1315472,1315701,1316008,1317924,1318638,1320636,1323475,	1315614,1315806,1316796,1318046,1318703,1320757,1323609,	FLJ00183
uc001afm.1	chr1	+	1324772	1327280	1324794	1325977	3	1324772,1325400,1325847,	1324932,1325546,1327280,	LOC148413
uc001afn.1	chr1	+	1324772	1327938	1324772	1324772	4	1324772,1325400,1325847,1327316,	1324932,1325546,1326513,1327938,	CR595843
uc009vkc.1	chr1	+	1324774	1326513	1324794	1325533	3	1324774,1325400,1325847,	1324928,1325546,1326513,	BC112999
uc009vkd.1	chr1	+	1324774	1327280	1324794	1325533	3	1324774,1325400,1325847,	1324928,1325546,1327280,	BC068600
uc001afo.2	chr1	-	1327138	1332556	1327325	1332460	4	1327138,1331051,1332151,1332373,	1327499,1331129,1332262,1332556,	MRPL20
uc001afp.2	chr1	-	1343664	1346513	1343664	1343664	3	1343664,1346058,1346375,	1344792,1346248,1346513,	hCG_20426
uc001afq.2	chr1	-	1343664	1346513	1344476	1346248	3	1343664,1346039,1346375,	1344792,1346248,1346513,	hCG_20426
uc001afr.1	chr1	+	1360771	1366009	1364328	1365030	3	1360771,1362564,1364323,	1361064,1362727,1366009,	VWA1
uc001afs.1	chr1	+	1360771	1366009	1360991	1365030	3	1360771,1362169,1364323,	1361064,1362727,1366009,	VWA1
uc009vke.1	chr1	+	1364328	1365030	1364328	1365030	1	1364328,	1365030,	VWA1
uc001aft.1	chr1	+	1374931	1394919	1375926	1393773	12	1374931,1377288,1377607,1379587,1380702,1381033,1381467,1382371,1384403,1385992,1387842,1393626,	1376001,1377365,1377677,1379743,1380762,1381159,1381592,1382423,1384474,1386160,1387951,1394919,	ATAD3C
uc001afu.1	chr1	+	1387842	1395401	1387914	1393958	3	1387842,1393626,1394920,	1387951,1394919,1395401,	ATAD3C
uc001afv.1	chr1	+	1397026	1421445	1397127	1421060	16	1397026,1402516,1403886,1404291,1406109,1407380,1407787,1410258,1411024,1411352,1411786,1413105,1414446,1415499,1415805,1420727,	1397332,1402593,1403988,1404351,1406179,1407546,1407857,1410414,1411081,1411478,1411911,1413157,1414517,1415667,1415914,1421445,	ATAD3B
uc001afw.1	chr1	+	1403079	1408710	1403742	1407962	5	1403079,1404291,1406109,1407380,1407787,	1403988,1404351,1406179,1407546,1408710,	ATAD3B
uc001afx.1	chr1	+	1403079	1421445	1403742	1421060	14	1403079,1404291,1406109,1407380,1407787,1410258,1411024,1411352,1411786,1413105,1414446,1415499,1415805,1420727,	1403988,1404351,1406179,1407546,1407857,1410414,1411081,1411478,1411911,1413157,1414517,1415667,1415914,1421445,	ATAD3B
uc001afy.1	chr1	+	1415323	1421445	1415503	1421060	3	1415323,1415805,1420727,	1415667,1415914,1421445,	ATAD3B
uc001afz.1	chr1	+	1437417	1459927	1437511	1459315	16	1437417,1441254,1442409,1442958,1444163,1445383,1445790,1447986,1448753,1449081,1449515,1450482,1451703,1452937,1454465,1459168,	1437716,1441331,1442655,1443018,1444233,1445549,1445860,1448142,1448810,1449207,1449640,1450534,1451774,1453105,1454574,1459927,	ATAD3A
uc001aga.1	chr1	+	1437417	1459927	1437511	1459315	16	1437417,1441254,1442553,1442958,1444163,1445383,1445790,1447986,1448753,1449081,1449515,1450482,1451703,1452937,1454465,1459168,	1437716,1441331,1442655,1443018,1444233,1445549,1445860,1448142,1448810,1449207,1449640,1450534,1451774,1453105,1454574,1459927,	ATAD3A
uc001agb.1	chr1	+	1437772	1459927	1441286	1459315	16	1437772,1441254,1442553,1442958,1444163,1445383,1445790,1447986,1448753,1449081,1449515,1450482,1451703,1452937,1454465,1459168,	1437933,1441331,1442655,1443018,1444233,1445549,1445860,1448142,1448810,1449207,1449640,1450534,1451774,1453105,1454574,1459927,	ATAD3A
uc001agc.1	chr1	+	1457311	1459927	1457311	1457311	1	1457311,	1459927,	AX747755
uc009vkf.1	chr1	-	1460020	1465603	1460601	1465589	4	1460020,1460831,1464926,1465532,	1460750,1461040,1465033,1465603,	C1orf70
uc001agd.1	chr1	-	1466915	1500125	1467308	1499800	5	1466915,1469111,1470105,1490015,1499720,	1467410,1469230,1470245,1490159,1500125,	SSU72
uc009vkg.1	chr1	-	1468422	1500125	1469057	1499800	4	1468422,1470105,1490015,1499720,	1469230,1470245,1490159,1500125,	SSU72
uc001age.1	chr1	-	1487594	1500125	1489777	1499800	2	1487594,1499720,	1490159,1500125,	SSU72
uc001agf.1	chr1	+	1525681	1533029	1525681	1525681	3	1525681,1532115,1532859,	1525949,1532725,1533029,	AK094692
uc001agg.1	chr1	+	1540746	1555848	1540873	1555773	20	1540746,1541750,1548631,1549016,1550037,1550233,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1540876,1541857,1548942,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001agh.1	chr1	+	1540746	1555848	1540873	1555773	20	1540746,1541750,1548673,1549016,1550037,1550233,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1540876,1541857,1548942,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001agi.1	chr1	+	1540746	1555848	1540873	1555773	20	1540746,1541750,1548631,1549016,1550037,1550233,1550528,1550800,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1540876,1541857,1548942,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001agj.1	chr1	+	1540746	1555848	1549072	1555773	20	1540746,1541750,1548631,1549016,1550037,1550233,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1540876,1541857,1548725,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	DKFZp434A0311
uc001agk.1	chr1	+	1540746	1555848	1540873	1555773	19	1540746,1541750,1548631,1549016,1550037,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1540876,1541857,1548942,1549188,1550144,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001agl.1	chr1	+	1541147	1554809	1548653	1554808	18	1541147,1541750,1548631,1549016,1550037,1550233,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,	1541343,1541857,1548942,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,	MIB2
uc001agm.1	chr1	+	1541147	1555848	1548695	1555544	18	1541147,1541750,1548673,1549016,1550037,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554881,1555534,	1541343,1541857,1548942,1549188,1550144,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554947,1555848,	MIB2
uc009vkh.1	chr1	+	1549016	1555848	1549072	1555773	16	1549016,1550037,1550233,1550528,1550788,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1549188,1550144,1550428,1550671,1550896,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001agn.1	chr1	+	1550233	1555848	1550629	1555773	14	1550233,1550528,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,	1550428,1550671,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,	MIB2
uc001ago.1	chr1	+	1554348	1555848	1554895	1555773	3	1554348,1554881,1555534,	1554554,1554947,1555848,	DKFZp434A0311
uc001agp.1	chr1	+	1557422	1559893	1557460	1559864	8	1557422,1558024,1558222,1558429,1558989,1559230,1559443,1559689,	1557616,1558155,1558362,1558597,1559154,1559341,1559570,1559893,	MMP23B
uc001agq.1	chr1	+	1557422	1559893	1557460	1559785	7	1557422,1558024,1558222,1558989,1559230,1559443,1559689,	1557616,1558155,1558597,1559154,1559341,1559570,1559893,	mifr-2
uc001agr.1	chr1	+	1558024	1559893	1559051	1559864	6	1558024,1558429,1558989,1559230,1559443,1559689,	1558155,1558597,1559154,1559341,1559570,1559893,	mifr-1
uc009vki.1	chr1	+	1558429	1559893	1559051	1559785	4	1558429,1558989,1559443,1559689,	1558597,1559341,1559570,1559893,	mifr-1
uc009vkj.1	chr1	-	1560962	1566597	1560988	1566317	11	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566597,	CDC2L1
uc009vkk.1	chr1	-	1560962	1567044	1560988	1566307	12	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565616,1566271,1566885,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,	CDC2L2
uc001ags.1	chr1	-	1560962	1637777	1560988	1637673	16	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567570,1633562,1637644,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637777,	CDC2L1
uc001agt.1	chr1	-	1560962	1637777	1560988	1567712	15	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1637644,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1637777,	CDC2L1
uc001aha.1	chr1	-	1560962	1645635	1560988	1643895	22	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1637754,1640626,1642894,1643886,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637754,1637777,1640754,1643010,1643933,1644130,1645635,	CDC2L1
uc001agw.1	chr1	-	1560962	1645635	1560988	1643895	21	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1643886,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637760,1640754,1643010,1643933,1644130,1645635,	CDC2L1
uc001agv.1	chr1	-	1560962	1645635	1560988	1644117	21	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1637754,1640626,1642894,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637754,1637777,1640754,1643010,1644130,1645635,	CDC2L1
uc001agy.1	chr1	-	1560962	1645635	1560988	1644117	20	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633726,1637760,1640754,1643010,1644130,1645635,	CDC2L1
uc001agx.1	chr1	-	1560962	1645635	1560988	1644117	20	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637760,1640754,1643010,1644130,1645635,	CDC2L1
uc001agz.1	chr1	-	1560962	1645635	1560988	1567211	18	1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1637644,1640626,1642894,1644006,1645565,	1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1637777,1640754,1643010,1644130,1645635,	CDC2L1
uc001ahb.2	chr1	-	1566885	1570488	1566886	1570440	4	1566885,1567129,1567609,1570349,	1567044,1567225,1567732,1570488,	CDC2L1
uc001ahc.1	chr1	-	1576685	1580332	1576685	1576685	3	1576685,1578687,1580237,	1576801,1578811,1580332,	CDC2L1
uc009vkl.1	chr1	-	1580852	1614103	1581426	1598001	7	1580852,1589628,1596764,1597365,1597679,1612274,1613747,	1581435,1589774,1596892,1597501,1598148,1612692,1614103,	SLC35E2
uc001ahe.2	chr1	-	1582801	1591441	1587048	1591146	3	1582801,1589628,1590965,	1587321,1589774,1591441,	KIAA0447
uc001ahf.2	chr1	-	1582801	1614103	1587083	1598001	10	1582801,1589628,1590965,1591399,1592810,1596764,1597365,1597679,1612274,1613747,	1587321,1589774,1591038,1591453,1592931,1596892,1597501,1598148,1612692,1614103,	LOC728661
uc001ahg.2	chr1	-	1582801	1614103	1587083	1598001	9	1582801,1589628,1590965,1591399,1592810,1596764,1597365,1597679,1613747,	1587321,1589774,1591038,1591453,1592931,1596892,1597501,1598148,1614103,	LOC728661
uc001ahh.2	chr1	-	1582801	1667291	1587083	1598001	9	1582801,1589628,1590965,1591399,1592810,1596764,1597365,1597679,1667022,	1587321,1589774,1591038,1591453,1592931,1596892,1597501,1598148,1667291,	LOC728661
uc009vkm.1	chr1	-	1591076	1661003	1591395	1660856	5	1591076,1592810,1659619,1660220,1660534,	1591453,1592931,1659747,1660356,1661003,	SLC35E2
uc009vkn.1	chr1	-	1591741	1614103	1592806	1598001	5	1591741,1596764,1597365,1597679,1613747,	1592931,1596892,1597501,1598148,1614103,	SLC35E2
uc001ahi.1	chr1	+	1621237	1623107	1622267	1623081	6	1621237,1621645,1622205,1622446,1622659,1622906,	1621371,1621813,1622370,1622557,1622786,1623107,	MMP21/22B
uc009vko.1	chr1	+	1621645	1623107	1622267	1623002	4	1621645,1622205,1622659,1622906,	1621813,1622557,1622786,1623107,	MMP21/22B
uc001ahj.2	chr1	-	1624029	1629544	1624205	1625933	10	1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626940,1628707,1629478,	1624298,1624568,1624923,1625239,1625445,1625643,1626324,1627031,1628898,1629544,	CDC2L2
uc009vkp.1	chr1	-	1624029	1630251	1624205	1629514	12	1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626202,1626940,1628823,1629478,1630092,	1624298,1624568,1624923,1625239,1625445,1625643,1625954,1626324,1627031,1628883,1629544,1630251,	CDC2L2
uc009vkq.1	chr1	-	1624029	1630251	1624029	1624029	11	1624029,1624378,1624774,1625122,1625521,1625848,1626202,1626940,1628823,1629478,1630092,	1624298,1624568,1624923,1625294,1625643,1625954,1626324,1627031,1628883,1629544,1630251,	CDC2L2
uc009vkr.1	chr1	-	1624029	1645651	1624205	1644117	20	1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626202,1626940,1628707,1629478,1630092,1630336,1630816,1633562,1637644,1640656,1642894,1644006,1645556,	1624298,1624568,1624923,1625239,1625445,1625643,1625954,1626324,1627031,1628883,1629544,1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,	CDC2L2
uc009vks.1	chr1	-	1624029	1645651	1624205	1644117	20	1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626202,1626940,1628707,1629478,1630092,1630336,1630816,1633562,1637644,1640626,1642894,1644006,1645556,	1624298,1624568,1624923,1625239,1625445,1625643,1625954,1626324,1627031,1628883,1629544,1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,	CDC2L2
uc009vkt.1	chr1	-	1630092	1645651	1630093	1644117	9	1630092,1630336,1630816,1633562,1637644,1640656,1642894,1644006,1645556,	1630251,1630432,1630939,1633726,1637777,1640754,1643010,1644130,1645651,	CDC2L1
uc009vku.1	chr1	-	1630092	1645651	1630093	1644117	9	1630092,1630336,1630777,1633562,1637644,1640656,1642894,1644006,1645556,	1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,	CDC2L2
uc009vkv.1	chr1	-	1630092	1645651	1630093	1644117	9	1630092,1630336,1630777,1633562,1637644,1640626,1642894,1644006,1645556,	1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,	CDC2L2
uc001aht.1	chr1	-	1630816	1645403	1630817	1644117	7	1630816,1633562,1637644,1640656,1642894,1644006,1645247,	1630939,1633699,1637777,1640754,1643010,1644130,1645403,	CDC2L2
uc001ahu.1	chr1	-	1637644	1645331	1637646	1644117	5	1637644,1640656,1642894,1644006,1645098,	1637777,1640754,1643010,1644130,1645331,	CDC2L2
uc001ahv.1	chr1	-	1637644	1645331	1637646	1644117	5	1637644,1640626,1642894,1644006,1645098,	1637777,1640754,1643010,1644130,1645331,	CDC2L2
uc001ahw.1	chr1	-	1637644	1645403	1637646	1644117	5	1637644,1640626,1642894,1644006,1645247,	1637777,1640754,1643010,1644130,1645403,	CDC2L2
uc001ahx.1	chr1	+	1645913	1653203	1645913	1645913	2	1645913,1651544,	1646062,1653203,	AK097814
uc001ahy.2	chr1	-	1646138	1667291	1646712	1660856	7	1646138,1655988,1659619,1660220,1660534,1665549,1667022,	1646721,1656134,1659747,1660356,1661003,1665967,1667291,	SLC35E2
uc001ahz.2	chr1	-	1646138	1667291	1646712	1660856	6	1646138,1655988,1659619,1660220,1660534,1667022,	1646721,1656134,1659747,1660356,1661003,1667291,	SLC35E2
uc001aia.1	chr1	-	1648684	1652525	1648684	1648684	1	1648684,	1652525,	AK309762
uc001aib.1	chr1	-	1653540	1667291	1653753	1660856	6	1653540,1655988,1659619,1660220,1660534,1667022,	1653822,1656134,1659747,1660356,1661003,1667291,	SLC35E2
uc009vkw.1	chr1	-	1672530	1699748	1674202	1686705	12	1672530,1674865,1675349,1675582,1675842,1676672,1677556,1677801,1678479,1683250,1686526,1699667,	1674359,1674948,1675507,1675682,1675997,1676775,1677642,1677907,1678609,1683334,1686745,1699748,	NADK
uc001aic.1	chr1	-	1672530	1699769	1674202	1686705	12	1672530,1674865,1675349,1675582,1675842,1676672,1677556,1677801,1678479,1683250,1686526,1699587,	1674359,1674948,1675507,1675682,1675997,1676775,1677642,1677907,1678609,1683334,1686745,1699769,	NADK
uc001aid.2	chr1	-	1672530	1700150	1674202	1686705	12	1672530,1674865,1675349,1675582,1675842,1676672,1677556,1677801,1678479,1683250,1686526,1700044,	1674359,1674948,1675507,1675682,1675997,1676775,1677642,1677907,1678609,1683334,1686745,1700150,	NADK
uc001aie.1	chr1	-	1672530	1701368	1674202	1686705	14	1672530,1674865,1675349,1675582,1675842,1676672,1677556,1677801,1678405,1680399,1681032,1683250,1686526,1701203,	1674359,1674948,1675507,1675682,1675997,1676775,1677642,1677956,1678609,1680542,1681201,1683334,1686745,1701368,	NADK
uc009vkx.1	chr1	-	1675408	1686745	1675550	1677934	8	1675408,1675842,1676672,1677556,1677801,1678479,1683250,1686526,	1675682,1675997,1676775,1677642,1678181,1678609,1683334,1686745,	FLJ13052
uc001aif.1	chr1	-	1706588	1812355	1708629	1746752	12	1706588,1708620,1710351,1711693,1714543,1725717,1727773,1737054,1739135,1746695,1760488,1812118,	1708352,1708736,1710568,1711895,1714610,1725880,1727837,1737161,1739174,1746798,1760537,1812355,	GNB1
uc009vky.1	chr1	-	1706588	1812355	1708629	1725847	10	1706588,1708620,1710351,1711693,1714543,1725717,1727773,1746695,1760488,1812118,	1708352,1708736,1710568,1711895,1714610,1725880,1727837,1746798,1760537,1812355,	GNB1
uc001aig.1	chr1	+	1812769	1813972	1813109	1813970	2	1812769,1813432,	1813150,1813972,	CR606168
uc001aih.1	chr1	+	1836125	1838593	1836579	1838492	6	1836125,1836983,1837739,1838050,1838272,1838445,	1836606,1837034,1837914,1838195,1838373,1838593,	CALML6
uc001aii.1	chr1	-	1838889	1840096	1839180	1839855	2	1838889,1839551,	1839461,1840096,	TMEM52
uc001aij.1	chr1	-	1838889	1840567	1839180	1840564	5	1838889,1839551,1840191,1840343,1840480,	1839461,1839730,1840233,1840387,1840567,	TMEM52
uc001aik.1	chr1	-	1843255	1848702	1843585	1847183	11	1843255,1843887,1844283,1844665,1845073,1845689,1847081,1847526,1847755,1847950,1848192,	1843687,1844022,1844444,1844798,1845228,1845819,1847237,1847646,1847811,1848060,1848702,	C1orf222
uc001ail.1	chr1	-	1843255	1849228	1843585	1847183	10	1843255,1843887,1844283,1844665,1845073,1845689,1847081,1847526,1847755,1847950,	1843687,1844022,1844444,1844798,1845228,1845819,1847237,1847646,1847811,1849228,	C1orf222
uc001aim.1	chr1	-	1874611	1925136	1876876	1912255	18	1874611,1877918,1880418,1881262,1885047,1886186,1887669,1889933,1891957,1893278,1894235,1895323,1906684,1908235,1909810,1910187,1912188,1924999,	1877149,1878083,1880508,1881329,1885166,1886360,1887825,1890132,1892115,1893381,1894346,1895497,1906789,1908334,1909954,1910272,1912274,1925136,	KIAA1751
uc009vkz.1	chr1	-	1876445	1912274	1876445	1912255	18	1876445,1876989,1877918,1880418,1881262,1885047,1886186,1887669,1889933,1891957,1893278,1894235,1895323,1906684,1908235,1909810,1910187,1912188,	1876822,1877149,1878083,1880508,1881329,1885166,1886360,1887825,1890132,1892115,1893381,1894346,1895497,1906789,1908334,1909954,1910272,1912274,	KIAA1751
uc001ain.1	chr1	-	1904969	1925136	1906680	1912255	7	1904969,1906637,1908235,1909810,1910187,1912188,1924999,	1906411,1906789,1908334,1909954,1910272,1912274,1925136,	KIAA1751
uc001aio.1	chr1	-	1934511	1936829	1934511	1934511	2	1934511,1936663,	1936299,1936829,	AK054708
uc001aip.2	chr1	+	1940627	1952052	1940722	1951581	9	1940627,1946240,1946632,1946816,1948875,1949453,1950409,1950849,1951281,	1940790,1946353,1946700,1947037,1948958,1949591,1950565,1951061,1952052,	GABRD
uc001aiq.1	chr1	+	1971768	2106694	1971929	2106308	18	1971768,1976739,1977782,1980839,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,	1972000,1976861,1977872,1980890,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,	PRKCZ
uc001air.1	chr1	+	1994945	2106694	2065637	2106308	15	1994945,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,	1995228,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,	PRKCZ
uc001ais.1	chr1	+	2026014	2106694	2065637	2106308	15	2026014,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,	2026194,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,	PRKCZ
uc009vla.1	chr1	+	2065749	2106694	2065859	2106308	13	2065749,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,	2065883,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,	PRKCZ
uc009vlb.1	chr1	+	2066655	2078027	2067334	2077395	5	2066655,2067325,2070170,2072088,2077293,	2066810,2067407,2070223,2072277,2078027,	PRKCZ
uc001ait.1	chr1	+	2090146	2106694	2090298	2106308	8	2090146,2093353,2093599,2095195,2096052,2096522,2105881,2106220,	2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,	PRKCZ
uc001aiu.1	chr1	+	2102434	2104523	2102434	2102434	1	2102434,	2104523,	AX747530
uc009vlc.1	chr1	-	2103092	2105174	2103227	2104019	2	2103092,2104869,	2104040,2105174,	hCG_1770745
uc001aiv.1	chr1	-	2105776	2116074	2105776	2105776	8	2105776,2107302,2108136,2111011,2114143,2114937,2115296,2115986,	2106812,2107548,2108505,2111080,2114274,2115209,2115432,2116074,	FP7162
uc001aiw.1	chr1	-	2105776	2116074	2105776	2105776	7	2105776,2107302,2108136,2111011,2114937,2115296,2115986,	2106812,2107548,2108505,2111080,2115209,2115432,2116074,	C1orf86
